Episode,Character,Line
Bender's Game Part 2,Mad Hatterbot, Change places.
Bender's Game Part 2,Roberto," Well, well. Looks like old Roberto is the focus of attention now. Stop looking at me. [He makes his ""knifing"" noises.]"
Bender's Game Part 2,Dr. Perceptron," Calm down, Roberto. Tell us about your childhood."
Bender's Game Part 2,Roberto, I was designed by a team of engineers attempting to build an insane robot. But it seems they failed.
Bender's Game Part 2,Convenience Store Bot," Um, actually... [He is stabbed, then coughs up some candy bars.]"
Bender's Game Part 2,Bender," Look, we have to accept the fact that we all have a serious problem."
Bender's Game Part 2,Roberto, Amen.
Bender's Game Part 2,Dr. Perceptron," Good, Bender."
Bender's Game Part 2,Rosie, That's right.
Bender's Game Part 2,Bender," There's a band of river trolls living in the moat and they may have no intention of letting us out of this castle, unless we hand over the Golden Scepter of Zanthor."
Bender's Game Part 2,Roberto, Say what? Dude's crazy.
Bender's Game Part 2,Dr. Perceptron," Bender, please, try to..."
Bender's Game Part 2,Bender," I know not of this Bender. I am Titanius Anglesmith, fancy man of Cornwood."
Bender's Game Part 2,Dr. Perceptron, You are suffering a breakdown. [He pushes a button and a hammer smashes his glass head.] I'm in your seat. I forgot we had changed places.
Bender's Game Part 2,Farnsworth," Good news, everyone!"
Bender's Game Part 2,Amy, You perfected dog mascara?
Bender's Game Part 2,Farnsworth," Far from it. If you ask me, they look like a bunch of hookers. But what I have invented is a means of locating the missing crystal. [Everybody gasps.] When I push this button, the crystal will emit a high-frequency stink."
Bender's Game Part 2,Zoidberg, [He is putting on eye mascara.] Hurray!
Bender's Game Part 2,Farnsworth," There. Now, with any luck I'll detect it with my smelling aid. [He sticks a device in his nose and it begins beeping.] I just pray to all powerful Atheismo that we find it before Mom does."
Bender's Game Part 2,Hermes," Do you smell the crystal, Professor?"
Bender's Game Part 2,Farnsworth," No, damn it! Just the alluring scent of Obsession for spaniels."
Bender's Game Part 2,Dwight, Dude. Who whipped an egger?
Bender's Game Part 2,"CubertHe who smelled it, dealt it.",
Bender's Game Part 2,Dwight," Well, he who denied it, supplied it."
Bender's Game Part 2,Cubert," Well, he who articulated it, particulated it."
Bender's Game Part 2,Dwight," Well, he who refuted it, tooted it."
Bender's Game Part 2,Cubert, Stalemate.
Bender's Game Part 2,Mom, Jesus craps. The anti-backwards crystal.
Bender's Game Part 2,Larry, Ow! Ah... sorry?
Bender's Game Part 2,Mom," Relax, it's not your fault. [She slaps him again.] I can't believe it still exists. Google the hell out of that skanker. [The map zooms into Planet Express.] Planet-sucking-Express? Of course. How could I have been so dumb? [She slaps herself.] With that crystal, Farnsworth could completely destroy my dark matter empire. I underestimated that sagging old bag of bones and gonads."
Bender's Game Part 2,Inger, Is that man bad?
Bender's Game Part 2,Mom," Very bad, Igner. And that's why I need you three to go steal the anti-crystal away from him. But be careful. You'll need all your stoogely cunning."
Bender's Game Part 2,Walt, Exterminators.
Bender's Game Part 2,Fry," Oh, great. What do we got? Wall gophers? Toilet snails?"
Bender's Game Part 2,Walt," No, I'm afraid you've got owls. Over there, see?"
Bender's Game Part 2,Igner, Ow!
Bender's Game Part 2,Walt," Dump the bag, you nitwit."
Bender's Game Part 2,Larry," Hey, watch it. [He holds up a mouse trap.]"
Bender's Game Part 2,Walt," Quiet, you. [He gets his hand caught in the mouse trap.] Ow!"
Bender's Game Part 2,Fry," I was looking over there for a long time but I didn't see any... Oh, there they are. Gross."
Bender's Game Part 2,Walt," We've got to act fast. Larry, get out the geigersniffer."
Bender's Game Part 2,Larry, You're just gonna hit me with it.
Bender's Game Part 2,Walt," No. I'm going to hit you with this. [Walt hits Larry's shield on his mask and knocks him over. Cut to the lounge, the three can still be head in the background as Leela and Amy sit on the couch. Fry enters.]"
Bender's Game Part 2,Fry, Those three exterminators are hilarious.
Bender's Game Part 2,Amy, Really? I don't think so.
Bender's Game Part 2,Leela," Me, neither. Now, Sex and the City, that's funny."
Bender's Game Part 2,Dwight," After wandering aimlessly in the swamp, you suddenly... [He rolls the dice.] wander aimlessly in the swamp."
Bender's Game Part 2,Walt, There it is. [Larry and Igner walk into him after he has stopped.]
Bender's Game Part 2,Cubert," Uh, excuse you."
Bender's Game Part 2,Walt," I'm sorry, little boy. You see, we're owl exterminators."
Bender's Game Part 2,Igner, We are owl extermin... [Larry pulls the ladder back and lets it hit Igner in the head.] Ow!
Bender's Game Part 2,Walt," And what we have here is an owl egg that's about to hatch into an owl larva. So, if you don't mind, we'll just take this and..."
Bender's Game Part 2,Cubert," [He scoffs.] What are you, stupid? That's a dodecahedral crystal I found hidden in the downstairs walrus tank."
Bender's Game Part 2,Dwight," And I wrote numbers on it so we could use it as a D12, 'cause I have the best handwriting."
Bender's Game Part 2,Cubert, Do not.
Bender's Game Part 2,Dwight, Do too.
Bender's Game Part 2,Cubert, Do not.
Bender's Game Part 2,Dwight, Do too.
Bender's Game Part 2,Cubert, You win this round.
Bender's Game Part 2,Farnsworth, What's going on here?
Bender's Game Part 2,Igner, We're owl exterminators.
Bender's Game Part 2,Farnsworth, Oh? Then you won't have any problem exterminating this owl.
Bender's Game Part 2,Farnsworth," My anti-backwards crystal. So it's you three. I should have known Mom would send her brainless brood to do her dirty work. Walt, the leader among imbeciles."
Bender's Game Part 2,Walt, Hey! They resent that.
Bender's Game Part 2,Farnsworth," Larry, the snivelling middle child."
Bender's Game Part 2,Larry, Sorry. Thank you.
Bender's Game Part 2,Farnsworth," And you, Igner. The evil I could tolerate, but the stupidity... [He shudders.]"
Bender's Game Part 2,<poem>Igner, We're owl exterminators.
Bender's Game Part 2,Farnsworth," Good God. Just knowing we're in the same genus makes me embarrassed to call myself homo. [The boys start laughing.] Now, get out and tell Mom thanks for the crystal. [He laughs while staring at the crystal. Cut to the three brothers standing in front of Mom.]"
Bender's Game Part 2,Igner, Thanks for the crystal.
Bender's Game Part 2,Fry, There. The repairs are complete.
Bender's Game Part 2,Farnsworth," [He honks the horn.] Let's go, already. We've got to infiltrate Mom's dark matter mine, now. How do you start this thing? [Fry ducks out of the way as flames shoot out of the thrusters. Cut to a shot of Leela sifting through Nibbler's litter box. Farnsworth honks the honk again.] Good Lord, woman. Can you move any slower? [He honks the horn again.] Rake up some dark matter and top off the tank."
Bender's Game Part 2,Leela," Well, there isn't any dark matter. Nibbler hasn't pooped at all. And he ate a whole family of koalas last night. Nibbler! Nibbler!"
Bender's Game Part 2,Farnsworth, I'm not interested in the whereabouts of your cutesy-fruitsy space rat. The only thing that matters right now is this crystal. [He throws the crystal at Leela's head.]
Bender's Game Part 2,Leela, Ow!
Bender's Game Part 2,Farnsworth, And be careful with that crystal. [The ship takes off.]
Bender's Game Part 2,,
Bender's Game Part 2,[Scene," Bender is laying flat in a chair. He has mice and spiders crawling all over him, there is an alarm sounding off, the lights are flashing and there is a axe device swinging close to his head like a pendulum.]"
Bender's Game Part 2,,
Bender's Game Part 2,<poem>Bender, (Muffled chanting.) [Dr. Perceptron removes the tape from his mouth.] Death to ogres! [He put the tape back on.]
Bender's Game Part 2,Dr. Perceptron," Even relaxation therapy has failed. Nurse, schedule a robotomy for Bender."
Bender's Game Part 2,Nurse Ratchet," Yes, Doctor. I'll get the tools from the shed."
Bender's Game Part 2,Dr. Perceptron," It's a very painful procedure. So until then, just try to relax."
Bender's Game Part 2,Mom, What are you laughing at?
Bender's Game Part 2,Larry, Your laugh. It's just so infectious.
Bender's Game Part 2,Mom," So's herpes. Now, shut up! You and Walt, lead the killbots to the surface and blow Farnsworth out of the sky."
Bender's Game Part 2,Walt, What about Igner?
Bender's Game Part 2,Mom, That hairless ape? I swear. When he came out I flipped a coin whether to keep him or the after-birth.
Bender's Game Part 2,Walt," Yes, Mother. You told that story at his graduation."
Bender's Game Part 2,Mom," I'm afraid he can't be trusted on this mission. You see, there is a terrible secret about Igner I've never told anyone. And here it is."
Bender's Game Part 2,Walt, Continue returning fire.
Bender's Game Part 2,Killbot 1, [He turns to them while firing.] What?
Bender's Game Part 2,Killbot 2, [He turns around while firing too.] What did they say?
Bender's Game Part 2,Killbot 1, I don't know. I can't hear a thing.
Bender's Game Part 2,Killbot 3," [He turns around as well.] Hey, what's everybody talking about?"
Bender's Game Part 2,Farnsworth," Mayday! Mayday! [Walt and Larry flee from the defence line.] Oh, God. I cannot believe this is the best plan I could come up with. [The ship crashes just in front of the Killbots. Pull back to reveal Farnsworth holding a controller. He flicks a switch and a light goes off. Fry and Leela sit in the snow bank with him.] We weren't actually in the ship."
Bender's Game Part 2,Leela," Okay, team, these red-hot, razor-sharp fans are the only safe way into the mine."
Bender's Game Part 2,Fry," Hmm, uh, ladies first. [She pushes him through the blades, picks up Farnsworth and hops through. They're walking through a tunnel.] Phew! That blade missed me by the skin of my pants. [His pants have been cut open. The crew throw their jackets into a bin labelled ""CLOTHES FOR THE GREEDY."" Farnsworth presses the call button on a maintenance elevator.]"
Bender's Game Part 2,Elevator Steward, Maintenance shaft 7 serving...
Bender's Game Part 2,Farnsworth, Shut your mouth.
Bender's Game Part 2,Elevator Steward, I'm just talking about the shaft.
Bender's Game Part 2,Fry," Jeez, doesn't that shock collar hurt?"
Bender's Game Part 2,Leela," Actually, feels kind of good. I guess I'm starting to associate it with the pleasure of beating people up."
Bender's Game Part 2,Walt," We shot them down, Mother. The intruders never even got to Sector 1."
Bender's Game Part 2,Security Woman (on PA), Intruders in Sector 15. Intruders in Sector 15.
Bender's Game Part 2,Mom, Ugh... Sometimes I don't know why I even bother to slap you. [She slaps them twice.] (on PA ) All Killbots to Sector 15.
Bender's Game Part 2,Killbot 1, [He turns to the other Killbot and shoots him.] What did she say?
Bender's Game Part 2,Killbot 2," [He turns to the other Killbot and shoots him.]What did you say? [The two of them stay position towards each other and eventually destroy themselves. Fry, Farnsworth and Leela dash by their bodies. Another view of a hallway shows balls of Dark Matter being transported through tubes.]"
Bender's Game Part 2,Fry," There are so many killbots behind us I can't count them all. Three, I think."
Bender's Game Part 2,Leela, We're trapped.
Bender's Game Part 2,Farnsworth, The main pit must be in here. I'm detecting vast quantities of Dark Matter.
Bender's Game Part 2,Leela, Step aside turkey-neck. I think I know the code. [She punches the keypad and the door opens. They get in and slam it shut before the Killbots spot them.]
Bender's Game Part 2,Farnsworth," We're in. We're in the heart of the mine. The very source of all Mom's wealth and... [He lets out a long winded, girly scream. Pull away from them at the door down a huge room with caged Nibblonians occupying it. There are more floors featuring the same thing above and below. Cut to shots of the caged Nibblonians, their poop is being harvested and transported through clear pipes.]"
